episode,steps,totalEnvironmentReward,totalIntrinsicReward,totalLearningReward,epsilon,completed,died
72,400,-3.9999999999999587,0.14516445974579237,-3.8548355402541663,0.9750185185185185,False,False
73,400,-3.9999999999999587,0.10398372863742941,-3.8960162713625293,0.9746666666666667,False,False
74,400,-3.9999999999999587,0.17313227581668025,-3.8268677241832783,0.9743148148148149,False,False
75,400,-3.9999999999999587,0.12281836288194486,-3.8771816371180137,0.9739629629629629,False,False
76,400,-3.9999999999999587,0.12468839108043862,-3.87531160891952,0.9736111111111111,False,False
77,400,-3.9999999999999587,0.14104839444433004,-3.8589516055556286,0.9732592592592593,False,False
78,294,18.060000000000016,0.1570439385499409,18.217043938549956,0.9729074074074074,True,False
79,400,-3.9999999999999587,0.10559113183850448,-3.894408868161454,0.9725555555555555,False,False
80,400,-3.9999999999999587,0.16601023685883337,-3.8339897631411253,0.9722037037037037,False,False
81,400,-3.9999999999999587,0.16870228298980355,-3.831297717010155,0.9718518518518519,False,False
82,400,-3.9999999999999587,0.16309930423650987,-3.8369006957634486,0.9715,False,False
83,400,-3.9999999999999587,0.18028932042425969,-3.819710679575699,0.9711481481481481,False,False
84,400,-3.9999999999999587,0.10900878228010868,-3.89099121771985,0.9707962962962963,False,False
85,400,-3.9999999999999587,0.11768130461087796,-3.8823186953890807,0.9704444444444444,False,False
86,400,-3.9999999999999587,0.14597963623351906,-3.8540203637664394,0.9700925925925926,False,False
87,400,-3.9999999999999587,0.13129959481541156,-3.8687004051845473,0.9697407407407408,False,False
88,400,-3.9999999999999587,0.12460046895174799,-3.8753995310482106,0.9693888888888889,False,False
89,400,-3.9999999999999587,0.11618412295603259,-3.883815877043926,0.969037037037037,False,False
90,400,-3.9999999999999587,0.16292983957108015,-3.8370701604288784,0.9686851851851852,False,False
91,400,-3.9999999999999587,0.10680147211645995,-3.8931985278834986,0.9683333333333334,False,False
92,400,-3.9999999999999587,0.13491341138586707,-3.8650865886140915,0.9679814814814814,False,False
93,400,-3.9999999999999587,0.1377172566605387,-3.86228274333942,0.9676296296296296,False,False
94,400,-3.9999999999999587,0.18255581991135159,-3.817444180088607,0.9672777777777778,False,False
95,400,-3.9999999999999587,0.1299500724265671,-3.8700499275733917,0.966925925925926,False,False
96,400,-3.9999999999999587,0.1927531571546107,-3.807246842845348,0.966574074074074,False,False
97,400,-3.9999999999999587,0.11434003334802989,-3.8856599666519287,0.9662222222222222,False,False
98,400,-3.9999999999999587,0.15046655494446912,-3.8495334450554894,0.9658703703703704,False,False
99,400,-3.9999999999999587,0.15751616610592792,-3.842483833894031,0.9655185185185186,False,False
100,400,-3.9999999999999587,0.1441379302121981,-3.8558620697877606,0.9651666666666666,False,False
101,400,-3.9999999999999587,0.13740744485601075,-3.862592555143948,0.9648148148148148,False,False
102,400,-3.9999999999999587,0.1109094661153956,-3.889090533884563,0.964462962962963,False,False
103,400,-3.9999999999999587,0.17716935909402698,-3.8228306409059316,0.9641111111111111,False,False
104,400,-3.9999999999999587,0.1561507456067479,-3.843849254393211,0.9637592592592592,False,False
105,400,-3.9999999999999587,0.15463798996849168,-3.845362010031467,0.9634074074074074,False,False
106,400,-3.9999999999999587,0.16977698777565325,-3.8302230122243053,0.9630555555555556,False,False
107,400,-3.9999999999999587,0.15325253842576142,-3.8467474615741972,0.9627037037037037,False,False
108,400,-3.9999999999999587,0.1530148978030489,-3.8469851021969097,0.9623518518518519,False,False
109,400,-3.9999999999999587,0.15127123280272686,-3.848728767197232,0.962,False,False
110,400,-3.9999999999999587,0.11740106080608338,-3.8825989391938753,0.9616481481481481,False,False
111,400,-3.9999999999999587,0.12794775125909613,-3.8720522487408626,0.9612962962962963,False,False
112,400,-3.9999999999999587,0.17779033915136824,-3.8222096608485905,0.9609444444444445,False,False
113,400,-3.9999999999999587,0.18492471039081038,-3.8150752896091484,0.9605925925925926,False,False
114,400,-3.9999999999999587,0.13034869687150058,-3.869651303128458,0.9602407407407407,False,False
115,400,-3.9999999999999587,0.11010238756790154,-3.889897612432057,0.9598888888888889,False,False
116,400,-3.9999999999999587,0.14082037658775984,-3.859179623412199,0.9595370370370371,False,False
117,400,-3.9999999999999587,0.18181255557818815,-3.8181874444217705,0.9591851851851851,False,False
118,400,-3.9999999999999587,0.1674967379769084,-3.8325032620230504,0.9588333333333333,False,False
119,400,-3.9999999999999587,0.09926265339411265,-3.900737346605846,0.9584814814814815,False,False
120,400,-3.9999999999999587,0.16554260209458174,-3.834457397905377,0.9581296296296297,False,False
121,400,-3.9999999999999587,0.15640669062373205,-3.8435933093762267,0.9577777777777777,False,False
122,400,-3.9999999999999587,0.16103662114917983,-3.838963378850779,0.9574259259259259,False,False
123,400,-3.9999999999999587,0.12163458135647964,-3.878365418643479,0.9570740740740741,False,False
124,400,-3.9999999999999587,0.17983355216289612,-3.8201664478370625,0.9567222222222223,False,False
125,380,17.200000000000035,0.192920000340844,17.39292000034088,0.9563703703703703,True,False
126,400,-3.9999999999999587,0.15866429338224278,-3.841335706617716,0.9560185185185185,False,False
127,400,-3.9999999999999587,0.17092954394422988,-3.829070456055729,0.9556666666666667,False,False
128,400,-3.9999999999999587,0.15986230196235598,-3.8401376980376027,0.9553148148148148,False,False
129,400,-3.9999999999999587,0.13518955118236362,-3.864810448817595,0.954962962962963,False,False
130,400,-3.9999999999999587,0.13485137603664088,-3.865148623963318,0.9546111111111111,False,False
131,400,-3.9999999999999587,0.14677270850817298,-3.8532272914917858,0.9542592592592593,False,False
132,400,-3.9999999999999587,0.1823208897400945,-3.8176791102598644,0.9539074074074074,False,False
133,400,-3.9999999999999587,0.1295311561642099,-3.8704688438357486,0.9535555555555556,False,False
134,400,-3.9999999999999587,0.14519887970958767,-3.854801120290371,0.9532037037037037,False,False
135,400,-3.9999999999999587,0.1459735909561753,-3.8540264090437835,0.9528518518518518,False,False
136,400,-3.9999999999999587,0.16558685862713596,-3.834413141372823,0.9525,False,False
137,400,-3.9999999999999587,0.11715872643945979,-3.8828412735604987,0.9521481481481482,False,False
138,400,-3.9999999999999587,0.14102871083212476,-3.858971289167834,0.9517962962962963,False,False
139,400,-3.9999999999999587,0.16325821518698388,-3.836741784812975,0.9514444444444444,False,False
140,400,-3.9999999999999587,0.17953850038251037,-3.820461499617448,0.9510925925925926,False,False
141,400,-3.9999999999999587,0.18279157756865613,-3.8172084224313028,0.9507407407407408,False,False
142,400,-3.9999999999999587,0.15557022181655195,-3.844429778183407,0.9503888888888888,False,False
143,400,-3.9999999999999587,0.15231306173068232,-3.8476869382692764,0.950037037037037,False,False
144,400,-3.9999999999999587,0.1872910615092762,-3.8127089384906823,0.9496851851851852,False,False
145,400,-3.9999999999999587,0.12978888276183168,-3.870211117238127,0.9493333333333334,False,False
146,400,-3.9999999999999587,0.15448328482890253,-3.845516715171056,0.9489814814814814,False,False
147,400,-3.9999999999999587,0.16801842091955382,-3.831981579080405,0.9486296296296296,False,False
148,400,-3.9999999999999587,0.15032172939789798,-3.8496782706020607,0.9482777777777778,False,False
149,400,-3.9999999999999587,0.16074941594317776,-3.839250584056781,0.947925925925926,False,False
150,400,-3.9999999999999587,0.18412731316628222,-3.8158726868336763,0.9475740740740741,False,False
151,400,-3.9999999999999587,0.12582417169123866,-3.87417582830872,0.9472222222222222,False,False
152,400,-3.9999999999999587,0.15979940995896583,-3.840200590040993,0.9468703703703704,False,False
153,400,-3.9999999999999587,0.1761649555873627,-3.823835044412596,0.9465185185185185,False,False
154,400,-3.9999999999999587,0.1624625061044863,-3.8375374938954723,0.9461666666666667,False,False
155,400,-3.9999999999999587,0.16993749756367643,-3.830062502436282,0.9458148148148148,False,False
156,400,-3.9999999999999587,0.185733514804239,-3.8142664851957195,0.945462962962963,False,False
157,400,-3.9999999999999587,0.18162843723803584,-3.818371562761923,0.9451111111111111,False,False
158,400,-3.9999999999999587,0.1446377997624493,-3.855362200237509,0.9447592592592593,False,False
159,400,-3.9999999999999587,0.1684897849321358,-3.831510215067823,0.9444074074074074,False,False
160,344,17.560000000000027,0.18390303544971398,17.74390303544974,0.9440555555555555,True,False
161,400,-3.9999999999999587,0.19680364336381598,-3.8031963566361426,0.9437037037037037,False,False
162,400,-3.9999999999999587,0.14461025958184034,-3.8553897404181185,0.9433518518518519,False,False
163,400,-3.9999999999999587,0.12409158551692699,-3.875908414483032,0.9430000000000001,False,False
164,400,-3.9999999999999587,0.15380322350454165,-3.8461967764954172,0.9426481481481481,False,False
165,400,-3.9999999999999587,0.13709687701840487,-3.862903122981554,0.9422962962962963,False,False
166,400,-3.9999999999999587,0.1288643514490745,-3.8711356485508843,0.9419444444444445,False,False
167,400,-3.9999999999999587,0.12631327976627368,-3.873686720233685,0.9415925925925925,False,False
168,400,-3.9999999999999587,0.1440998998176576,-3.8559001001823012,0.9412407407407407,False,False
169,400,-3.9999999999999587,0.18906583695420356,-3.810934163045755,0.9408888888888889,False,False
170,400,-3.9999999999999587,0.1641717450384872,-3.8358282549614717,0.9405370370370371,False,False
171,374,17.260000000000034,0.19297993418674014,17.452979934186775,0.9401851851851852,True,False
172,400,-3.9999999999999587,0.16128051878953403,-3.8387194812104246,0.9398333333333333,False,False
173,380,17.200000000000035,0.1880837964823952,17.38808379648243,0.9394814814814815,True,False
174,400,-3.9999999999999587,0.15498983802744906,-3.8450101619725094,0.9391296296296296,False,False
175,400,-3.9999999999999587,0.1751536010664926,-3.8248463989334662,0.9387777777777778,False,False
176,400,17.00000000000004,0.18840342688358055,17.18840342688362,0.9384259259259259,True,False
177,400,-3.9999999999999587,0.15890645748827095,-3.841093542511688,0.9380740740740741,False,False
178,400,-3.9999999999999587,0.19303864946709148,-3.806961350532867,0.9377222222222222,False,False
179,400,-3.9999999999999587,0.1155712710131966,-3.8844287289867623,0.9373703703703704,False,False
180,400,-3.9999999999999587,0.19115725589000684,-3.8088427441099517,0.9370185185185185,False,False
181,400,-3.9999999999999587,0.1628241980752811,-3.8371758019246776,0.9366666666666666,False,False
182,400,-3.9999999999999587,0.1606814379844699,-3.839318562015489,0.9363148148148148,False,False
183,400,-3.9999999999999587,0.16437819936389736,-3.835621800636061,0.935962962962963,False,False
184,400,-3.9999999999999587,0.18798833825203543,-3.812011661747923,0.9356111111111111,False,False
185,400,-3.9999999999999587,0.18164352876237083,-3.8183564712375877,0.9352592592592592,False,False
186,400,-3.9999999999999587,0.19339597113978707,-3.8066040288601717,0.9349074074074074,False,False
187,400,-3.9999999999999587,0.1808586031064585,-3.8191413968935004,0.9345555555555556,False,False
188,400,-3.9999999999999587,0.13201808065296386,-3.867981919346995,0.9342037037037036,False,False
189,400,-3.9999999999999587,0.16682578001804685,-3.833174219981912,0.9338518518518518,False,False
190,400,-3.9999999999999587,0.1669531201913135,-3.833046879808645,0.9335,False,False
191,400,-3.9999999999999587,0.17103664169902985,-3.828963358300929,0.9331481481481482,False,False
192,400,-3.9999999999999587,0.15151231398426837,-3.8484876860156905,0.9327962962962963,False,False
193,400,-3.9999999999999587,0.17108550508675419,-3.8289144949132043,0.9324444444444444,False,False
194,400,-3.9999999999999587,0.1721042789845472,-3.8278957210154116,0.9320925925925926,False,False
195,400,-3.9999999999999587,0.1691062731348382,-3.8308937268651206,0.9317407407407408,False,False
196,400,-3.9999999999999587,0.13737404939453057,-3.862625950605428,0.9313888888888889,False,False
197,400,-3.9999999999999587,0.18205809181229274,-3.8179419081876658,0.931037037037037,False,False
198,400,-3.9999999999999587,0.19184244593707211,-3.8081575540628867,0.9306851851851852,False,False
199,339,17.610000000000028,0.1714306443632467,17.781430644363276,0.9303333333333333,True,False
200,400,-3.9999999999999587,0.17893152122567552,-3.8210684787742832,0.9299814814814815,False,False
201,288,18.120000000000015,0.15819940395242682,18.278199403952442,0.9296296296296296,True,False
202,400,-3.9999999999999587,0.14938923079772895,-3.8506107692022296,0.9292777777777778,False,False
203,385,17.150000000000038,0.1930144049272153,17.343014404927253,0.9289259259259259,True,False
204,400,-3.9999999999999587,0.15359590441651785,-3.846404095583441,0.9285740740740741,False,False
205,400,-3.9999999999999587,0.14238809009435396,-3.8576119099056045,0.9282222222222223,False,False
206,400,-3.9999999999999587,0.16819828220900254,-3.831801717790956,0.9278703703703703,False,False
207,400,-3.9999999999999587,0.1799758573591082,-3.8200241426408503,0.9275185185185185,False,False
208,400,-3.9999999999999587,0.14794206605929602,-3.852057933940663,0.9271666666666667,False,False
209,375,17.250000000000036,0.18744694679437598,17.437446946794413,0.9268148148148148,True,False
210,400,-3.9999999999999587,0.15175598186531136,-3.8482440181346473,0.9264629629629629,False,False
211,400,-3.9999999999999587,0.1772851715498118,-3.822714828450147,0.9261111111111111,False,False
212,400,-3.9999999999999587,0.15512472750629216,-3.8448752724936663,0.9257592592592593,False,False
213,364,17.36000000000003,0.18014079967103488,17.540140799671065,0.9254074074074075,True,False
214,371,17.290000000000035,0.1930551765000535,17.483055176500088,0.9250555555555555,True,False
215,400,-3.9999999999999587,0.17805887526180875,-3.82194112473815,0.9247037037037037,False,False
216,400,-3.9999999999999587,0.13688950581283185,-3.863110494187127,0.9243518518518519,False,False
217,400,-3.9999999999999587,0.17640006461526345,-3.8235999353846952,0.924,False,False
218,371,17.290000000000035,0.1799805988844912,17.469980598884526,0.9236481481481481,True,False
219,400,-3.9999999999999587,0.13939243085324415,-3.8606075691467145,0.9232962962962963,False,False
220,400,-3.9999999999999587,0.17913853241559177,-3.820861467584367,0.9229444444444445,False,False
221,400,-3.9999999999999587,0.18227684094079927,-3.8177231590591596,0.9225925925925926,False,False
222,315,17.850000000000023,0.17179372576930224,18.021793725769324,0.9222407407407407,True,False
223,400,-3.9999999999999587,0.15165083105232502,-3.8483491689476335,0.9218888888888889,False,False
224,400,-3.9999999999999587,0.1610584357703425,-3.838941564229616,0.921537037037037,False,False
225,400,-3.9999999999999587,0.1804866852972796,-3.819513314702679,0.9211851851851852,False,False
226,359,17.410000000000032,0.17370003250251997,17.583700032502552,0.9208333333333334,True,False
227,400,-3.9999999999999587,0.19808267082333897,-3.8019173291766197,0.9204814814814815,False,False
228,365,17.350000000000033,0.17834455476322836,17.52834455476326,0.9201296296296296,True,False
229,358,17.42000000000003,0.17939113332984158,17.59939113332987,0.9197777777777778,True,False
230,220,18.8,0.13403327344107574,18.934033273441077,0.9194259259259259,True,False
231,400,-3.9999999999999587,0.16375462725143594,-3.8362453727485226,0.919074074074074,False,False
232,400,-3.9999999999999587,0.19706469749926017,-3.8029353025006984,0.9187222222222222,False,False
233,387,17.130000000000038,0.18377196894493514,17.313771968944973,0.9183703703703704,True,False
234,400,-3.9999999999999587,0.1664836123154317,-3.833516387684527,0.9180185185185186,False,False
235,400,-3.9999999999999587,0.18771920137239287,-3.8122807986275657,0.9176666666666666,False,False
236,307,17.93000000000002,0.151709272640268,18.08170927264029,0.9173148148148148,True,False
237,341,17.59000000000003,0.17636085853178762,17.766360858531815,0.916962962962963,True,False
238,400,-3.9999999999999587,0.183688893933463,-3.816311106066496,0.9166111111111112,False,False
239,321,17.790000000000024,0.1682791597213225,17.958279159721346,0.9162592592592593,True,False
240,400,-3.9999999999999587,0.17033444184806182,-3.829665558151897,0.9159074074074074,False,False
241,400,-3.9999999999999587,0.1269255919422734,-3.8730744080576853,0.9155555555555556,False,False
242,400,-3.9999999999999587,0.16859091682854885,-3.83140908317141,0.9152037037037037,False,False
243,400,-3.9999999999999587,0.16001637227224735,-3.8399836277277113,0.9148518518518518,False,False
244,400,-3.9999999999999587,0.1800488701118431,-3.8199511298881155,0.9145,False,False
245,300,18.000000000000018,0.1639470501622886,18.163947050162307,0.9141481481481482,True,False
246,400,-3.9999999999999587,0.17647570221159317,-3.8235242977883654,0.9137962962962963,False,False
247,400,-3.9999999999999587,0.17519942072049927,-3.8248005792794593,0.9134444444444445,False,False
248,400,-3.9999999999999587,0.14955324998700714,-3.8504467500129516,0.9130925925925926,False,False
249,400,-3.9999999999999587,0.12334975718202373,-3.876650242817935,0.9127407407407407,False,False
250,385,17.150000000000038,0.1956637839626431,17.34566378396268,0.9123888888888889,True,False
251,400,-3.9999999999999587,0.1833862356559525,-3.816613764344006,0.9120370370370371,False,False
252,315,17.850000000000023,0.16690152069478717,18.01690152069481,0.9116851851851852,True,False
253,285,18.150000000000016,0.16243710276947354,18.31243710276949,0.9113333333333333,True,False
254,400,-3.9999999999999587,0.1672582621262087,-3.83274173787375,0.9109814814814815,False,False
255,400,-3.9999999999999587,0.19078485554064747,-3.809215144459311,0.9106296296296297,False,False
256,400,-3.9999999999999587,0.16668400091552077,-3.833315999084438,0.9102777777777777,False,False
257,400,-3.9999999999999587,0.18558634871299598,-3.8144136512869626,0.9099259259259259,False,False
258,400,-3.9999999999999587,0.18013155723824067,-3.819868442761718,0.9095740740740741,False,False
259,360,17.40000000000003,0.1892944208260109,17.589294420826043,0.9092222222222223,True,False
260,292,18.080000000000016,0.1497344389835268,18.22973443898354,0.9088703703703703,True,False
261,312,17.88000000000002,0.16120721425774454,18.041207214257764,0.9085185185185185,True,False
262,400,-3.9999999999999587,0.1756965478138668,-3.8243034521860917,0.9081666666666667,False,False
263,400,-3.9999999999999587,0.14643801336259996,-3.853561986637359,0.9078148148148149,False,False
264,400,-3.9999999999999587,0.1807556953042731,-3.8192443046956854,0.9074629629629629,False,False
265,400,-3.9999999999999587,0.15999496504431898,-3.84000503495564,0.9071111111111111,False,False
266,400,-3.9999999999999587,0.17682706352395153,-3.823172936476007,0.9067592592592593,False,False
267,400,-3.9999999999999587,0.1363895634213512,-3.8636104365786075,0.9064074074074074,False,False
268,400,-3.9999999999999587,0.17780750081228988,-3.822192499187669,0.9060555555555556,False,False
269,400,-3.9999999999999587,0.1673952556317953,-3.8326047443681635,0.9057037037037037,False,False
270,400,-3.9999999999999587,0.1934661962908663,-3.8065338037090926,0.9053518518518519,False,False
271,400,-3.9999999999999587,0.13579451033405482,-3.864205489665904,0.905,False,False
272,400,-3.9999999999999587,0.17507370914753814,-3.8249262908524204,0.9046481481481481,False,False
273,400,-3.9999999999999587,0.09610450909776601,-3.9038954909021926,0.9042962962962963,False,False
274,400,-3.9999999999999587,0.18234334502921246,-3.8176566549707465,0.9039444444444444,False,False
275,400,-3.9999999999999587,0.18995403371738132,-3.810045966282577,0.9035925925925926,False,False
276,400,-3.9999999999999587,0.17301461224071665,-3.826985387759242,0.9032407407407408,False,False
277,400,-3.9999999999999587,0.18604885730247445,-3.8139511426974844,0.9028888888888889,False,False
278,377,17.230000000000036,0.18287694948438413,17.41287694948442,0.902537037037037,True,False
279,400,-3.9999999999999587,0.18527419585762417,-3.8147258041423346,0.9021851851851852,False,False
280,393,17.07000000000004,0.18792121483022625,17.257921214830265,0.9018333333333334,True,False
281,227,18.730000000000004,0.13230387558386175,18.862303875583866,0.9014814814814816,True,False
282,354,17.46000000000003,0.17366888027211108,17.63366888027214,0.9011296296296296,True,False
283,400,-3.9999999999999587,0.19431285964156017,-3.8056871403583985,0.9007777777777778,False,False
284,400,-3.9999999999999587,0.17769676179291208,-3.8223032382070468,0.900425925925926,False,False
285,385,17.150000000000038,0.19154011528101883,17.341540115281056,0.900074074074074,True,False
286,215,18.85,0.13149909615638597,18.981499096156387,0.8997222222222222,True,False
287,234,18.660000000000004,0.13420977395026132,18.794209773950264,0.8993703703703704,True,False
288,400,-3.9999999999999587,0.17738052542986446,-3.8226194745700943,0.8990185185185186,False,False
289,396,17.04000000000004,0.18986273967217107,17.22986273967221,0.8986666666666667,True,False
290,400,-3.9999999999999587,0.1859178583298405,-3.8140821416701183,0.8983148148148148,False,False
291,400,-3.9999999999999587,0.16451221157321613,-3.8354877884267427,0.897962962962963,False,False
292,400,-3.9999999999999587,0.19139208476906086,-3.808607915230898,0.8976111111111111,False,False
293,316,17.84000000000002,0.16085933251430787,18.000859332514327,0.8972592592592593,True,False
294,285,18.150000000000016,0.15557914818578483,18.3055791481858,0.8969074074074074,True,False
295,387,17.130000000000038,0.18884605928580464,17.318846059285843,0.8965555555555556,True,False
296,400,-3.9999999999999587,0.17810810323862342,-3.8218918967613353,0.8962037037037037,False,False
297,400,-3.9999999999999587,0.19915837236058798,-3.800841627639371,0.8958518518518519,False,False
298,353,17.47000000000003,0.17889818729861784,17.64889818729865,0.8955,True,False
299,186,19.139999999999997,0.11994009935546124,19.259940099355457,0.8951481481481481,True,False
300,338,17.620000000000026,0.1750311845313056,17.795031184531332,0.8947962962962963,True,False
301,374,17.260000000000034,0.1851320102356808,17.445132010235714,0.8944444444444445,True,False
302,400,-3.9999999999999587,0.1525438617170684,-3.8474561382828902,0.8940925925925925,False,False
303,391,17.09000000000004,0.18033663712830103,17.27033663712834,0.8937407407407407,True,False
304,400,-3.9999999999999587,0.1677594476963349,-3.832240552303624,0.8933888888888889,False,False
305,386,17.140000000000036,0.18560243079788108,17.325602430797918,0.8930370370370371,True,False
306,400,-3.9999999999999587,0.14980998810043247,-3.8501900118995263,0.8926851851851851,False,False
307,348,17.520000000000028,0.17918724232345157,17.69918724232348,0.8923333333333333,True,False
308,224,18.76,0.12983449351208476,18.889834493512087,0.8919814814814815,True,False
309,342,17.580000000000027,0.17335125493601106,17.75335125493604,0.8916296296296297,True,False
310,400,-3.9999999999999587,0.17216062262139217,-3.8278393773785666,0.8912777777777778,False,False
311,300,18.000000000000018,0.1609573206114005,18.16095732061142,0.8909259259259259,True,False
